# GREAT version 3.0.0	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 500000 bp max extension, curated regulatory domains excluded
VCE749	VAMP3 (-255003)
VCE297649|VCE297650	FBXL4 (-175937), FAXC (+225792)
VCE298004|VCE298005	SIM1 (-240206), ASCC3 (+176229)
VCE298143|VCE298144|VCE298145|VCE298146	GRIK2 (+136349)
VCE298468|VCE298469|VCE298470	NONE
VCE298526|VCE298527|VCE298528	HACE1 (+344769)
VCE298812	PREP (-377614), PRDM1 (-305622)
VCE298817|VCE298818	PREP (-395197), PRDM1 (-288039)
VCE298819|VCE298820	PREP (-395937), PRDM1 (-287299)
VCE298846|VCE298847	PREP (-473318), PRDM1 (-209918)
VCE299126|VCE299127	PDSS2 (+98741), C6orf203 (+332619)
VCE299361	SNX3 (-19802), LACE1 (-13832)
VCE300286|VCE300287	FRK (+347953)
VCE300363	RWDD1 (-17725), TRAPPC3L (-8032)
VCE300757|VCE300758	TBC1D32 (+243000)
VCE301090|VCE301091	NONE
VCE301375	CENPW (-66654), TRMT11 (+287090)
VCE301731	THEMIS (-119493)
VCE301744|VCE301745	THEMIS (-198849), PTPRK (+420653)
VCE301801	PTPRK (+73874)
VCE301993	ARHGAP18 (+125893)
VCE302008	ARHGAP18 (+3936)
VCE302015	ARHGAP18 (-20459), TMEM244 (+130863)
VCE302249|VCE302250	CTGF (-189053), MOXD1 (+261118)
VCE302368|VCE302369|VCE302370|VCE302371|VCE302372	EYA4 (-276372), RPS12 (+150537)
VCE302522	TCF21 (-301370), EYA4 (+346417)
VCE302536	TCF21 (-201286), EYA4 (+446501)
VCE302537	TCF21 (-200941), EYA4 (+446846)
VCE302690	HBS1L (-90633), MYB (-35784)
VCE303203|VCE303204	CITED2 (-25764)
VCE303244|VCE303245|VCE303246	CITED2 (-100335)
VCE303267|VCE303268	CITED2 (-171738)
VCE303533|VCE303534	NONE
VCE303693	NONE
VCE303827	HIVEP2 (+258879), GPR126 (+384393)
VCE303921	AIG1 (+105123), ADAT2 (+284674)
VCE303945|VCE303946	ADAT2 (+179243), AIG1 (+210554)
VCE304004	FUCA2 (-99115), PHACTR2 (-67160)
VCE304345	NONE
VCE304352	NONE
VCE304498	UST (-383092)
VCE304733	ZBTB2 (+64306), AKAP12 (+87243)
VCE304784	ESR1 (+367619)
VCE304854	OPRM1 (-458135), ENSG00000213121 (+321046)
VCE305028	NOX3 (-92863)
VCE306172	DLL1 (+3875), C6orf70 (+443965)
VCE306174	DLL1 (-1545)
VCE309800	NXPH1 (+7623)
VCE309929	NXPH1 (+276065)
VCE309939|VCE309940|VCE309941	NXPH1 (+348205)
VCE310276	NDUFA4 (+159068)
VCE310403	THSD7A (+311343)
VCE310521	ARL4A (+84174)
VCE310657|VCE310658	ETV1 (+188714)
VCE310734|VCE310735|VCE310736	ETV1 (-38177)
VCE310747	ETV1 (-101890)
VCE310988|VCE310989	AGMO (+71507)
VCE311162|VCE311163|VCE311164	MEOX2 (-375684), ISPD (+358826)
VCE311665|VCE311666	TWIST1 (+202004), HDAC9 (+419365)
VCE312255	CDCA7L (+92152), DNAH11 (+310717)
VCE312256	CDCA7L (+78617), DNAH11 (+324252)
VCE312257	CDCA7L (+77785), DNAH11 (+325084)
VCE312258|VCE312259	CDCA7L (+77508), DNAH11 (+325361)
VCE312260	CDCA7L (+64796), DNAH11 (+338073)
VCE312261	CDCA7L (+62773), DNAH11 (+340096)
VCE312467|VCE312468	NPY (-232743), STK31 (+341278)
VCE312603	NPVF (-9821)
VCE312816|VCE312817|VCE312818|VCE312819	NFE2L3 (-274777)
VCE312889|VCE312890	SNX10 (+86319), SKAP2 (+486500)
VCE313076	SKAP2 (+74741), SNX10 (+498078)
VCE313120	SKAP2 (-46127), HOXA1 (+185104)
VCE313225	HOXA2 (-11442), HOXA3 (+5342)
VCE313313|VCE313314	EVX1 (+57534), HIBADH (+362916)
VCE313405|VCE313406	HIBADH (+191443), EVX1 (+229007)
VCE313482|VCE313483|VCE313484|VCE313485	TAX1BP1 (+77860), JAZF1 (+362694)
VCE314087|VCE314088	PPP1R17 (-266944), NEUROD6 (-78877)
VCE314110|VCE314111	NEUROD6 (-223233), PPP1R17 (-122588)
VCE314112	NEUROD6 (-230951), PPP1R17 (-114870)
VCE314114|VCE314115	NEUROD6 (-243428), PPP1R17 (-102393)
VCE314271	BBS9 (+254529)
VCE314350|VCE314351	BMPER (-233174)
VCE314699	AOAH (-237459), ELMO1 (+487240)
VCE314826|VCE314827	AMPH (-241469), VPS41 (+36193)
VCE315205|VCE315206	C7orf10 (+407636)
VCE315323|VCE315324	NONE
VCE315525|VCE315526|VCE315527|VCE315528|VCE315529|VCE315530	INHBA (+73208)
VCE316179	IKZF1 (-108514), C7orf72 (+104172)
VCE318035|VCE318036	NONE
VCE318082	NONE
VCE318493	NONE
VCE318581|VCE318582	NONE
VCE318602|VCE318603|VCE318604	NONE
VCE318719|VCE318720|VCE318721|VCE318722	WBSCR17 (-493382)
VCE319354|VCE319355	PHTF2 (+321981)
VCE319954	SEMA3A (-284328)
VCE320059	SEMA3D (+53009)
VCE320401|VCE320402|VCE320403	NONE
VCE320666	FZD1 (+79208)
VCE321140|VCE321141|VCE321142	CASD1 (-91672), COL1A2 (+23565)
VCE321551	SLC25A13 (+153759), DYNC1I1 (+395798)
VCE321710|VCE321711	SLC25A13 (-325869), SHFM1 (+61875)
VCE321909	TAC1 (-297433), ACN9 (+317885)
VCE321915|VCE321916|VCE321917	TAC1 (-286783), ACN9 (+328535)
VCE321930	TAC1 (-109297)
VCE322414	LRRC17 (-22867), FAM185A (+140916)
VCE322448|VCE322449	SLC26A5 (-87853), RELN (+455486)
VCE322505	SLC26A5 (-314689), RELN (+228650)
VCE322541|VCE322542	SLC26A5 (-466658), RELN (+76681)
VCE322590	LHFPL3 (-88019), ORC5 (-32590)
VCE322921	SLC26A4 (-59941), BCAP29 (+19935)
VCE323331|VCE323332|VCE323333|VCE323334	LRRN3 (-161290)
VCE323788	PPP1R3A (-445387), FOXP2 (-50545)
VCE323868|VCE323869|VCE323870	MDFIC (-380213), FOXP2 (+126944)
VCE324053|VCE324054|VCE324055	MDFIC (+112907)
VCE324478	TES (-99163), TFEC (-80589)
VCE324698	WNT2 (-1254)
VCE324916	KCND2 (+44575)
VCE324934|VCE324935|VCE324936	KCND2 (+161143), TSPAN12 (+423546)
VCE325182|VCE325183	AASS (-126608), FEZF1 (+44075)
VCE325771|VCE325772	SND1 (+112657), LRRC4 (+266232)
VCE326179|VCE326180	CPA1 (+29196), CEP41 (+31670)
VCE326414	NONE
VCE326776|VCE326777|VCE326778|VCE326779	LRGUK (-452552), EXOC4 (+421671)
VCE326806|VCE326807	LRGUK (-360962)
VCE326833	LRGUK (-290277)
VCE327442|VCE327443	TBXAS1 (+86051), PARP12 (+148518)
VCE327995|VCE327996	NONE
VCE328308	GALNT11 (+121259), KMT2C (+240448)
VCE329156|VCE329157	DLGAP2 (-437402)
VCE329658|VCE329659|VCE329660|VCE329661|VCE329662	MSRA (-148286), TNKS (+350068)
VCE330024|VCE330025	KIAA1456 (-150356), LONRF1 (-39831)
VCE330172	NONE
VCE330231	SGCZ (+155568)
VCE330970|VCE330971	EGR3 (-211226), PEBP4 (+23380)
VCE331083	ADAM28 (-285079), STC1 (-154154)
VCE331102|VCE331103|VCE331104|VCE331105	STC1 (-285419), ADAM28 (-153814)
VCE331286|VCE331287	EBF2 (+156989), CDCA2 (+429411)
VCE331596	ZNF395 (-506)
VCE331747	DUSP4 (-459842), TMEM66 (+272696)
VCE331876|VCE331877|VCE331878|VCE331879|VCE331880	TEX15 (-148004), PURG (+36619)
VCE331884|VCE331885|VCE331886|VCE331887	TEX15 (-179705), PURG (+4918)
VCE332101	NRG1 (+407158)
VCE332551|VCE332552	UNC5D (+250671)
VCE332815	KCNU1 (+295370)
VCE332859|VCE332860	KCNU1 (+397036)
VCE332875|VCE332876	ZNF703 (-470918), KCNU1 (+440459)
VCE332904	ZNF703 (-397323)
VCE332950	ZNF703 (-275117)
VCE332962|VCE332963	ZNF703 (-216209)
VCE333252	C8orf4 (+264739), ZMAT4 (+479616)
VCE333253	C8orf4 (+265572), ZMAT4 (+478783)
VCE333784	EFCAB1 (-81366), SNAI2 (+105142)
VCE333911|VCE333912	PCMTD1 (-345594), ST18 (+165051)
VCE333926|VCE333927|VCE333928	PCMTD1 (-396236), ST18 (+114409)
VCE334512|VCE334513|VCE334514|VCE334515	NSMAF (-448365), TOX (+11309)
VCE334567|VCE334568|VCE334569	TOX (-163179)
VCE334602|VCE334603	TOX (-270223)
VCE334851	CLVS1 (-439864), CHD7 (+169313)
VCE335170|VCE335171	YTHDF3 (+282355)
VCE335629|VCE335630|VCE335631	CYP7B1 (-225948)
VCE335648|VCE335649	CYP7B1 (-346364), ARMC1 (+488760)
VCE335659	CYP7B1 (-366379), ARMC1 (+468745)
VCE335660|VCE335661	CYP7B1 (-367343), ARMC1 (+467781)
VCE335761	ARMC1 (+217829)
VCE335791|VCE335792	ARMC1 (+141395)
VCE336155	SULF1 (-439850)
VCE336216|VCE336217	SULF1 (-107201)
VCE336218|VCE336219	SULF1 (-101545)
VCE336484|VCE336485	EYA1 (+313197), XKR9 (+379670)
VCE336510|VCE336511	EYA1 (+261223), XKR9 (+431644)
VCE336530|VCE336531	EYA1 (+197263), XKR9 (+495604)
VCE336532|VCE336533|VCE336534	EYA1 (+196587), XKR9 (+496280)
VCE336535	EYA1 (+191771)
VCE336571	EYA1 (+71336)
VCE336615|VCE336616|VCE336617	EYA1 (-74393), MSC (+407843)
VCE336761	KCNB2 (-443036), TRPA1 (-18738)
VCE336829|VCE336830	TERF1 (-247216), KCNB2 (+224257)
VCE337083|VCE337084|VCE337085	PI15 (-367551), GDAP1 (+106604)
VCE337130|VCE337131|VCE337132	PI15 (-13795), GDAP1 (+460360)
VCE337199	HNF4G (-79222), CRISPLD1 (+476132)
VCE337232|VCE337233	HNF4G (+119627)
VCE337685|VCE337686|VCE337687	ZFHX4 (+118051), PEX2 (+201775)
VCE337833|VCE337834	PEX2 (-260799)
VCE337885	PEX2 (-457938)
VCE338033|VCE338034|VCE338035	PKIA (-434492)
VCE338051|VCE338052|VCE338053|VCE338054|VCE338055	PKIA (-389972)
VCE338279|VCE338280	HEY1 (-195725), MRPS28 (+66689)
VCE338629	NONE
VCE338630	NONE
VCE338642|VCE338643	NONE
VCE338674|VCE338675|VCE338676	RALYL (-142307)
VCE339713|VCE339714|VCE339715|VCE339716	TRIQK (+354855)
VCE340312|VCE340313	C8orf37 (-216686)
VCE340557	SDC2 (-28171), PTDSS1 (+203465)
VCE340782	KCNS2 (-85518), NIPAL2 (-47111)
VCE340949	VPS13B (+26725)
VCE342038	ABRA (-52768)
VCE342087	ABRA (-411012), ANGPT1 (+316753)
VCE342376	TMEM74 (+146415), EMC2 (+197576)
VCE342420	TMEM74 (-281846), TRHR (-17160)
VCE342516	KCNV1 (-157225)
VCE342524	KCNV1 (-267068)
VCE342541	KCNV1 (-438297)
VCE342704|VCE342705|VCE342706|VCE342707	CSMD3 (+234835)
VCE343409|VCE343410	EIF3H (+46675)
VCE343476	MED30 (-254590), SLC30A8 (+130795)
VCE343546|VCE343547	MED30 (+129623), EXT1 (+461517)
VCE343745|VCE343746|VCE343747	EXT1 (-409467), TNFRSF11B (+430880)
VCE343839	MAL2 (-64131), COLEC10 (+76999)
VCE343842|VCE343843	MAL2 (-16379), COLEC10 (+124751)
VCE344232	KLHL38 (-18105), ANXA13 (+66347)
VCE344389	TRIB1 (+227177)
VCE344632|VCE344633	NONE
VCE344675	NONE
VCE345261|VCE345262	NONE
VCE345924|VCE345925	DMRT3 (-49557), DMRT1 (+85717)
VCE345995|VCE345996	DMRT2 (+202810)
VCE346179|VCE346180|VCE346181|VCE346182|VCE346183	VLDLR (-461437), SMARCA2 (+138452)
VCE346374|VCE346375|VCE346376	RFX3 (-269779)
VCE347101	NONE
VCE347124|VCE347125	NONE
VCE347127|VCE347128	NONE
VCE347380|VCE347381	PTPRD (+185806)
VCE347647|VCE347648	TYRP1 (-329360)
VCE347686|VCE347687	TYRP1 (-70995)
VCE347891	MPDZ (-367109)
VCE347982|VCE347983|VCE347984	NFIB (+373644)
VCE347997	NFIB (+337633)
VCE348020	NFIB (+286220)
VCE348032	NFIB (+255830)
VCE348488|VCE348489|VCE348490	PSIP1 (-332808)
VCE348726	BNC2 (+442610)
VCE348730	BNC2 (+440321)
VCE348743|VCE348744|VCE348745|VCE348746	BNC2 (+421290)
VCE348905|VCE348906	BNC2 (+155888)
VCE349466|VCE349467|VCE349468	FAM154A (+47328)
VCE349647|VCE349648	MLLT3 (+321828)
VCE349842|VCE349843	PTPLAD2 (+78753), FOCAD (+294574)
VCE350124|VCE350125|VCE350126	NONE
VCE350516	IZUMO3 (-6904)
VCE350518|VCE350519|VCE350520	IZUMO3 (-36730)
VCE350522	IZUMO3 (-47517)
VCE350523|VCE350524	IZUMO3 (-56597)
VCE350525|VCE350526	IZUMO3 (-58129)
VCE350527|VCE350528	IZUMO3 (-62930)
VCE350529	IZUMO3 (-66268)
VCE350618	NONE
VCE350665	NONE
VCE350836|VCE350837|VCE350838|VCE350839	NONE
VCE350852|VCE350853|VCE350854	NONE
VCE350881|VCE350882	CAAP1 (+453455)
VCE351219|VCE351220|VCE351221	LINGO2 (+305623)
VCE351799|VCE351800	ENHO (-32151), CNTFR (+34545)
VCE351819	ENHO (-51033), CNTFR (+15663)
VCE354302	KLF9 (-381352), TRPM3 (+325622)
VCE354357|VCE354358	TRPM3 (-459720), TMEM2 (+187566)
VCE355077|VCE355078|VCE355079	VPS13A (-45897), FOXB2 (+111893)
VCE355149|VCE355150|VCE355151|VCE355152|VCE355153	PSAT1 (+54154)
VCE355167|VCE355168	PSAT1 (+100512)
VCE355172|VCE355173	PSAT1 (+141116)
VCE355177	PSAT1 (+143652)
VCE355196	PSAT1 (+229093)
VCE355380	TLE4 (-454796)
VCE355399|VCE355400|VCE355401	TLE4 (-395708)
VCE355452|VCE355453	TLE4 (-245299)
VCE355593|VCE355594	TLE4 (+116889)
VCE355779|VCE355780|VCE355781|VCE355782	NONE
VCE355783	NONE
VCE355909|VCE355910	NONE
VCE356247|VCE356248|VCE356249|VCE356250|VCE356251|VCE356252	SPATA31D1 (+343810)
VCE356812	GAS1 (-32048)
VCE356813	GAS1 (-50260)
VCE356814	DAPK1 (-499708), GAS1 (-50984)
VCE356840|VCE356841	DAPK1 (-296363), GAS1 (-254329)
VCE357293	BARX1 (+59347), PHF2 (+319618)
VCE357298|VCE357299	BARX1 (+43456), PHF2 (+335509)
VCE357578|VCE357579	PTCH1 (-1138)
VCE357862	TBC1D2 (-77057), GABBR2 (+376507)
VCE358041|VCE358042|VCE358043	NR4A3 (-366646), SEC61B (+237780)
VCE358363|VCE358364	PPP3R2 (-23914), GRIN3A (+119665)
VCE358365	PPP3R2 (-26698), GRIN3A (+116881)
VCE358798|VCE358799	TMEM38B (+216529)
VCE358926|VCE358927|VCE358928	NONE
VCE359042|VCE359043	ZNF462 (-188820)
VCE359059|VCE359060	ZNF462 (-131020)
VCE359080|VCE359081	ZNF462 (-64631)
VCE359230|VCE359231|VCE359232	RAD23B (-168637), ZNF462 (+251545)
VCE359502|VCE359503	ACTL7B (+445226)
VCE359504	ACTL7B (+441376)
VCE359512	ACTL7B (+413555)
VCE359540|VCE359541|VCE359542|VCE359543	ACTL7B (+243769)
VCE359563|VCE359564	ACTL7B (+168056)
VCE359569|VCE359570	ACTL7B (+136103)
VCE359689	SVEP1 (-76328), MUSK (-12563)
VCE359821	SUSD1 (-89420), PTBP3 (+68015)
VCE359994	ZNF618 (+36298), AMBP (+165892)
VCE359996	ZNF618 (+39924), AMBP (+162266)
VCE360315|VCE360316|VCE360317|VCE360318	PAPPA (+97498), PAPPA-AS1 (+149304)
VCE360333	PAPPA-AS1 (+116981), PAPPA (+129821)
VCE360771|VCE360772	NONE
VCE360894|VCE360895	DBC1 (+492060)
VCE360930|VCE360931|VCE360932	DBC1 (+367720)
VCE361001|VCE361002	DBC1 (+35599)
VCE361121	DBC1 (-360117)
VCE361248|VCE361249	CDK5RAP2 (+434416)
VCE361490	DAB2IP (+183665), TTLL11 (+342821)
VCE361518	TTLL11 (+132485), DAB2IP (+394001)
VCE361741|VCE361742	CRB2 (+149331), DENND1A (+424516)
VCE361919|VCE361920	DENND1A (+108238), CRB2 (+465609)
VCE362141|VCE362142	NR5A1 (-153194), NR6A1 (+110653)
VCE362357|VCE362358	PBX3 (-31974), MAPKAP1 (-8230)
VCE362408|VCE362409|VCE362410|VCE362411	PBX3 (+48925)
VCE362440|VCE362441|VCE362442	MVB12B (-470249), PBX3 (+109162)
VCE362530	MVB12B (-302264), PBX3 (+277147)
VCE362645	LMX1B (-184916), MVB12B (+102678)
VCE362740	ZBTB43 (-128073), LMX1B (+62499)
VCE362800|VCE362801	ANGPTL2 (+22724), RALGPS1 (+185385)
VCE362987|VCE362988	PRDM12 (-36176), FUBP3 (+48812)
VCE363113|VCE363114|VCE363115|VCE363116	RAPGEF1 (-319704), MED27 (+50362)
VCE366317|VCE366318	ASB9 (+99994), MOSPD2 (+296713)
VCE366542	S100G (-170550), GRPR (+356052)
VCE366803	SCML1 (-155615), NHS (+206431)
VCE366882|VCE366883|VCE366884|VCE366885	SCML1 (+59110), RAI2 (+64758)
VCE367032|VCE367033|VCE367034|VCE367035|VCE367036	RAI2 (-283776), SCML2 (+209614)
VCE367236	PDHA1 (-190855), GPR64 (-30479)
VCE367256	GPR64 (-133558), PDHA1 (-87776)
VCE367467|VCE367468	RPS6KA3 (-65927)
VCE367846	MBTPS2 (-40744), SMPX (-40729)
VCE367975|VCE367976	ZNF645 (+27315)
VCE368048|VCE368049|VCE368050	DDX53 (-483040), ZNF645 (+243982)
VCE368176	PTCHD1 (-192164), DDX53 (+141882)
VCE368183|VCE368184|VCE368185|VCE368186	PTCHD1 (-158407), DDX53 (+175639)
VCE368195|VCE368196|VCE368197|VCE368198|VCE368199|VCE368200	PTCHD1 (-105573), DDX53 (+228473)
VCE368473	PDK3 (+60965), PCYT1B (+120815)
VCE368491|VCE368492	PCYT1B (+64707), PDK3 (+117073)
VCE368632|VCE368633|VCE368634	ARX (+139003), POLA1 (+182998)
VCE369141	MAGEB5 (+179328)
VCE369142	MAGEB5 (+221437)
VCE369143	MAGEB5 (+223448)
VCE369541	IL1RAPL1 (-171806)
VCE369586|VCE369587	IL1RAPL1 (-4517)
VCE369753|VCE369754|VCE369755|VCE369756|VCE369757	NONE
VCE369970|VCE369971	GK (-320229), NR0B1 (-23532)
VCE370001|VCE370002|VCE370003	GK (-217685), NR0B1 (-126076)
VCE370110	TAB3 (-171985), FTHL17 (+32866)
VCE370114|VCE370115	TAB3 (-182480), FTHL17 (+22371)
VCE370136	FTHL17 (-96635)
VCE370367|VCE370368	NONE
VCE370370	NONE
VCE370372|VCE370373|VCE370374	NONE
VCE371248|VCE371249|VCE371250	MID1IP1 (-54389), TSPAN7 (+187974)
VCE371336	MID1IP1 (+208320)
VCE371450|VCE371451	NONE
VCE371852	ATP6AP2 (-412067), BCOR (-71437)
VCE372634	MAOB (+36291), MAOA (+189935)
VCE372635	MAOB (-3350)
VCE373323|VCE373324	SLC9A7 (-48553), RP2 (-29332)
VCE375481	AR (+63039)
VCE375871|VCE375872	FAM155B (-220914), PJA1 (-118806)
VCE376337|VCE376338	FOXO4 (+1137), IL2RG (+14297)
VCE378291|VCE378292	NONE
VCE380566|VCE380567|VCE380568	TNMD (+20963), TSPAN6 (+31041)
VCE381267|VCE381268	TEX13A (+282688), IL1RAPL2 (+371674)
VCE382232	ACSL4 (-2503)
VCE382576|VCE382577	CHRDL1 (-321105), PAK3 (-6161)
VCE382593	PAK3 (+69980), CAPN6 (+77466)
VCE383493	NONE
VCE383499	NONE
VCE383633	KLHL13 (-266242), WDR44 (-94587)
VCE383724|VCE383725	LONRF3 (-23500), ZCCHC12 (+127460)
VCE383824	NKRF (-80849), SEPT6 (+6638)
VCE383931	TMEM255A (+18474), ZBTB33 (+42207)
VCE383932	TMEM255A (+16457), ZBTB33 (+44224)
VCE383933	TMEM255A (+9003), ZBTB33 (+51678)
VCE383934|VCE383935	TMEM255A (+6414), ZBTB33 (+54267)
VCE383936	TMEM255A (+4594), ZBTB33 (+56087)
VCE383937	TMEM255A (+2349), ZBTB33 (+58332)
VCE384928|VCE384929|VCE384930	SH2D1A (+153861), TENM1 (+463611)
VCE385027	TENM1 (+267763), SH2D1A (+349709)
VCE385107|VCE385108|VCE385109	TENM1 (+113110)
VCE385172	TENM1 (-71872)
VCE387365|VCE387366	PHF6 (-359638), GPC3 (-28031)
VCE388585|VCE388586	NONE
VCE389118	SPANXC (-59654), SPANXA1 (+276850)
VCE389188	MAGEC1 (+98795), MAGEC2 (+202601)
VCE389198|VCE389199	MAGEC2 (+105128), MAGEC1 (+196268)
VCE389355|VCE389356|VCE389357	UBE2NL (-224545), SLITRK4 (-20309)

